Query,Type,State,City
"Talecris Plasma Resources, Tempe AZ",Brand,AZ,Tempe
"Blood and Plasma Research, Tempe AZ",Brand,AZ,Tempe
"B Positive Plasma, Tempe AZ",Brand,AZ,Tempe
"Freedom Plasma, Tempe AZ",Brand,AZ,Tempe
"GCAM Plasma, Tempe AZ",Brand,AZ,Tempe
"ADMA BioCenters, Tempe AZ",Brand,AZ,Tempe
"Southern Blood Services, Tempe AZ",Brand,AZ,Tempe
"plasma donation center, Peoria AZ",General,AZ,Peoria
"CSL Plasma, Peoria AZ",Brand,AZ,Peoria
"BioLife Plasma, Peoria AZ",Brand,AZ,Peoria
"Grifols Biomat, Peoria AZ",Brand,AZ,Peoria
"Octapharma Plasma, Peoria AZ",Brand,AZ,Peoria
"KEDPLASMA, Peoria AZ",Brand,AZ,Peoria
"Interstate Blood Bank, Peoria AZ",Brand,AZ,Peoria
"ImmunoTek Bio Centers, Peoria AZ",Brand,AZ,Peoria
"Talecris Plasma Resources, Peoria AZ",Brand,AZ,Peoria
"Blood and Plasma Research, Peoria AZ",Brand,AZ,Peoria
"B Positive Plasma, Peoria AZ",Brand,AZ,Peoria
"Freedom Plasma, Peoria AZ",Brand,AZ,Peoria
"GCAM Plasma, Peoria AZ",Brand,AZ,Peoria
"ADMA BioCenters, Peoria AZ",Brand,AZ,Peoria
"Southern Blood Services, Peoria AZ",Brand,AZ,Peoria
"plasma donation center, Surprise AZ",General,AZ,Surprise
"CSL Plasma, Surprise AZ",Brand,AZ,Surprise
"BioLife Plasma, Surprise AZ",Brand,AZ,Surprise
"Grifols Biomat, Surprise AZ",Brand,AZ,Surprise
"Octapharma Plasma, Surprise AZ",Brand,AZ,Surprise
"KEDPLASMA, Surprise AZ",Brand,AZ,Surprise
"Interstate Blood Bank, Surprise AZ",Brand,AZ,Surprise
"ImmunoTek Bio Centers, Surprise AZ",Brand,AZ,Surprise
"Talecris Plasma Resources, Surprise AZ",Brand,AZ,Surprise
"Blood and Plasma Research, Surprise AZ",Brand,AZ,Surprise
"B Positive Plasma, Surprise AZ",Brand,AZ,Surprise
"Freedom Plasma, Surprise AZ",Brand,AZ,Surprise
"GCAM Plasma, Surprise AZ",Brand,AZ,Surprise
"ADMA BioCenters, Surprise AZ",Brand,AZ,Surprise
"Southern Blood Services, Surprise AZ",Brand,AZ,Surprise
"plasma donation center, AR",General,AR,
"CSL Plasma, AR",Brand,AR,
"BioLife Plasma, AR",Brand,AR,
"Grifols Biomat, AR",Brand,AR,
"Octapharma Plasma, AR",Brand,AR,
"KEDPLASMA, AR",Brand,AR,
"Interstate Blood Bank, AR",Brand,AR,
"ImmunoTek Bio Centers, AR",Brand,AR,
"Talecris Plasma Resources, AR",Brand,AR,
"Blood and Plasma Research, AR",Brand,AR,
"B Positive Plasma, AR",Brand,AR,
"Freedom Plasma, AR",Brand,AR,
"GCAM Plasma, AR",Brand,AR,
"ADMA BioCenters, AR",Brand,AR,
"Southern Blood Services, AR",Brand,AR,
"plasma donation center, Little Rock AR",General,AR,Little Rock
"CSL Plasma, Little Rock AR",Brand,AR,Little Rock
"BioLife Plasma, Little Rock AR",Brand,AR,Little Rock
"Grifols Biomat, Little Rock AR",Brand,AR,Little Rock
"Octapharma Plasma, Little Rock AR",Brand,AR,Little Rock
"KEDPLASMA, Little Rock AR",Brand,AR,Little Rock
"Interstate Blood Bank, Little Rock AR",Brand,AR,Little Rock
"ImmunoTek Bio Centers, Little Rock AR",Brand,AR,Little Rock
"Talecris Plasma Resources, Little Rock AR",Brand,AR,Little Rock
"Blood and Plasma Research, Little Rock AR",Brand,AR,Little Rock
"B Positive Plasma, Little Rock AR",Brand,AR,Little Rock
"Freedom Plasma, Little Rock AR",Brand,AR,Little Rock
"GCAM Plasma, Little Rock AR",Brand,AR,Little Rock
"ADMA BioCenters, Little Rock AR",Brand,AR,Little Rock
"Southern Blood Services, Little Rock AR",Brand,AR,Little Rock
"plasma donation center, Fort Smith AR",General,AR,Fort Smith
"CSL Plasma, Fort Smith AR",Brand,AR,Fort Smith
"BioLife Plasma, Fort Smith AR",Brand,AR,Fort Smith
"Grifols Biomat, Fort Smith AR",Brand,AR,Fort Smith
"Octapharma Plasma, Fort Smith AR",Brand,AR,Fort Smith
"KEDPLASMA, Fort Smith AR",Brand,AR,Fort Smith
"Interstate Blood Bank, Fort Smith AR",Brand,AR,Fort Smith
"ImmunoTek Bio Centers, Fort Smith AR",Brand,AR,Fort Smith
"Talecris Plasma Resources, Fort Smith AR",Brand,AR,Fort Smith
"Blood and Plasma Research, Fort Smith AR",Brand,AR,Fort Smith
"B Positive Plasma, Fort Smith AR",Brand,AR,Fort Smith
"Freedom Plasma, Fort Smith AR",Brand,AR,Fort Smith
"GCAM Plasma, Fort Smith AR",Brand,AR,Fort Smith
"ADMA BioCenters, Fort Smith AR",Brand,AR,Fort Smith
"Southern Blood Services, Fort Smith AR",Brand,AR,Fort Smith
"plasma donation center, Fayetteville AR",General,AR,Fayetteville
"CSL Plasma, Fayetteville AR",Brand,AR,Fayetteville
"BioLife Plasma, Fayetteville AR",Brand,AR,Fayetteville
"Grifols Biomat, Fayetteville AR",Brand,AR,Fayetteville
"Octapharma Plasma, Fayetteville AR",Brand,AR,Fayetteville
"KEDPLASMA, Fayetteville AR",Brand,AR,Fayetteville
"Interstate Blood Bank, Fayetteville AR",Brand,AR,Fayetteville
"ImmunoTek Bio Centers, Fayetteville AR",Brand,AR,Fayetteville
"Talecris Plasma Resources, Fayetteville AR",Brand,AR,Fayetteville
"Blood and Plasma Research, Fayetteville AR",Brand,AR,Fayetteville
"B Positive Plasma, Fayetteville AR",Brand,AR,Fayetteville
"Freedom Plasma, Fayetteville AR",Brand,AR,Fayetteville
"GCAM Plasma, Fayetteville AR",Brand,AR,Fayetteville
"ADMA BioCenters, Fayetteville AR",Brand,AR,Fayetteville
"Southern Blood Services, Fayetteville AR",Brand,AR,Fayetteville
"plasma donation center, Springdale AR",General,AR,Springdale
"CSL Plasma, Springdale AR",Brand,AR,Springdale
"BioLife Plasma, Springdale AR",Brand,AR,Springdale
"Grifols Biomat, Springdale AR",Brand,AR,Springdale
"Octapharma Plasma, Springdale AR",Brand,AR,Springdale
"KEDPLASMA, Springdale AR",Brand,AR,Springdale
"Interstate Blood Bank, Springdale AR",Brand,AR,Springdale
"ImmunoTek Bio Centers, Springdale AR",Brand,AR,Springdale
"Talecris Plasma Resources, Springdale AR",Brand,AR,Springdale
"Blood and Plasma Research, Springdale AR",Brand,AR,Springdale
"B Positive Plasma, Springdale AR",Brand,AR,Springdale
"Freedom Plasma, Springdale AR",Brand,AR,Springdale
"GCAM Plasma, Springdale AR",Brand,AR,Springdale
"ADMA BioCenters, Springdale AR",Brand,AR,Springdale
"Southern Blood Services, Springdale AR",Brand,AR,Springdale
"plasma donation center, Jonesboro AR",General,AR,Jonesboro
"CSL Plasma, Jonesboro AR",Brand,AR,Jonesboro
"BioLife Plasma, Jonesboro AR",Brand,AR,Jonesboro
"Grifols Biomat, Jonesboro AR",Brand,AR,Jonesboro
"Octapharma Plasma, Jonesboro AR",Brand,AR,Jonesboro
"KEDPLASMA, Jonesboro AR",Brand,AR,Jonesboro
"Interstate Blood Bank, Jonesboro AR",Brand,AR,Jonesboro
"ImmunoTek Bio Centers, Jonesboro AR",Brand,AR,Jonesboro
"Talecris Plasma Resources, Jonesboro AR",Brand,AR,Jonesboro
"Blood and Plasma Research, Jonesboro AR",Brand,AR,Jonesboro
"B Positive Plasma, Jonesboro AR",Brand,AR,Jonesboro
"Freedom Plasma, Jonesboro AR",Brand,AR,Jonesboro
"GCAM Plasma, Jonesboro AR",Brand,AR,Jonesboro
"ADMA BioCenters, Jonesboro AR",Brand,AR,Jonesboro
"Southern Blood Services, Jonesboro AR",Brand,AR,Jonesboro
"plasma donation center, North Little Rock AR",General,AR,North Little Rock
"CSL Plasma, North Little Rock AR",Brand,AR,North Little Rock
"BioLife Plasma, North Little Rock AR",Brand,AR,North Little Rock
"Grifols Biomat, North Little Rock AR",Brand,AR,North Little Rock
"Octapharma Plasma, North Little Rock AR",Brand,AR,North Little Rock
"KEDPLASMA, North Little Rock AR",Brand,AR,North Little Rock
"Interstate Blood Bank, North Little Rock AR",Brand,AR,North Little Rock
"ImmunoTek Bio Centers, North Little Rock AR",Brand,AR,North Little Rock
"Talecris Plasma Resources, North Little Rock AR",Brand,AR,North Little Rock
"Blood and Plasma Research, North Little Rock AR",Brand,AR,North Little Rock
"B Positive Plasma, North Little Rock AR",Brand,AR,North Little Rock
"Freedom Plasma, North Little Rock AR",Brand,AR,North Little Rock
"GCAM Plasma, North Little Rock AR",Brand,AR,North Little Rock
"ADMA BioCenters, North Little Rock AR",Brand,AR,North Little Rock
"Southern Blood Services, North Little Rock AR",Brand,AR,North Little Rock
"plasma donation center, Conway AR",General,AR,Conway
"CSL Plasma, Conway AR",Brand,AR,Conway
"BioLife Plasma, Conway AR",Brand,AR,Conway
"Grifols Biomat, Conway AR",Brand,AR,Conway
"Octapharma Plasma, Conway AR",Brand,AR,Conway
"KEDPLASMA, Conway AR",Brand,AR,Conway
"Interstate Blood Bank, Conway AR",Brand,AR,Conway
"ImmunoTek Bio Centers, Conway AR",Brand,AR,Conway
"Talecris Plasma Resources, Conway AR",Brand,AR,Conway
"Blood and Plasma Research, Conway AR",Brand,AR,Conway
"B Positive Plasma, Conway AR",Brand,AR,Conway
"Freedom Plasma, Conway AR",Brand,AR,Conway
"GCAM Plasma, Conway AR",Brand,AR,Conway
"ADMA BioCenters, Conway AR",Brand,AR,Conway
"Southern Blood Services, Conway AR",Brand,AR,Conway
"plasma donation center, Rogers AR",General,AR,Rogers
"CSL Plasma, Rogers AR",Brand,AR,Rogers
"BioLife Plasma, Rogers AR",Brand,AR,Rogers
"Grifols Biomat, Rogers AR",Brand,AR,Rogers
"Octapharma Plasma, Rogers AR",Brand,AR,Rogers
"KEDPLASMA, Rogers AR",Brand,AR,Rogers
"Interstate Blood Bank, Rogers AR",Brand,AR,Rogers
"ImmunoTek Bio Centers, Rogers AR",Brand,AR,Rogers
"Talecris Plasma Resources, Rogers AR",Brand,AR,Rogers
"Blood and Plasma Research, Rogers AR",Brand,AR,Rogers
"B Positive Plasma, Rogers AR",Brand,AR,Rogers
"Freedom Plasma, Rogers AR",Brand,AR,Rogers
"GCAM Plasma, Rogers AR",Brand,AR,Rogers
"ADMA BioCenters, Rogers AR",Brand,AR,Rogers
"Southern Blood Services, Rogers AR",Brand,AR,Rogers
"plasma donation center, Pine Bluff AR",General,AR,Pine Bluff
"CSL Plasma, Pine Bluff AR",Brand,AR,Pine Bluff
"BioLife Plasma, Pine Bluff AR",Brand,AR,Pine Bluff
"Grifols Biomat, Pine Bluff AR",Brand,AR,Pine Bluff
"Octapharma Plasma, Pine Bluff AR",Brand,AR,Pine Bluff
"KEDPLASMA, Pine Bluff AR",Brand,AR,Pine Bluff
"Interstate Blood Bank, Pine Bluff AR",Brand,AR,Pine Bluff
"ImmunoTek Bio Centers, Pine Bluff AR",Brand,AR,Pine Bluff
"Talecris Plasma Resources, Pine Bluff AR",Brand,AR,Pine Bluff
"Blood and Plasma Research, Pine Bluff AR",Brand,AR,Pine Bluff
"B Positive Plasma, Pine Bluff AR",Brand,AR,Pine Bluff
"Freedom Plasma, Pine Bluff AR",Brand,AR,Pine Bluff
"GCAM Plasma, Pine Bluff AR",Brand,AR,Pine Bluff
"ADMA BioCenters, Pine Bluff AR",Brand,AR,Pine Bluff
"Southern Blood Services, Pine Bluff AR",Brand,AR,Pine Bluff
"plasma donation center, Bentonville AR",General,AR,Bentonville
"CSL Plasma, Bentonville AR",Brand,AR,Bentonville
"BioLife Plasma, Bentonville AR",Brand,AR,Bentonville
"Grifols Biomat, Bentonville AR",Brand,AR,Bentonville
"Octapharma Plasma, Bentonville AR",Brand,AR,Bentonville
"KEDPLASMA, Bentonville AR",Brand,AR,Bentonville
"Interstate Blood Bank, Bentonville AR",Brand,AR,Bentonville
"ImmunoTek Bio Centers, Bentonville AR",Brand,AR,Bentonville
"Talecris Plasma Resources, Bentonville AR",Brand,AR,Bentonville
"Blood and Plasma Research, Bentonville AR",Brand,AR,Bentonville
"B Positive Plasma, Bentonville AR",Brand,AR,Bentonville
"Freedom Plasma, Bentonville AR",Brand,AR,Bentonville
"GCAM Plasma, Bentonville AR",Brand,AR,Bentonville
"ADMA BioCenters, Bentonville AR",Brand,AR,Bentonville
"Southern Blood Services, Bentonville AR",Brand,AR,Bentonville
"plasma donation center, CA",General,CA,
"CSL Plasma, CA",Brand,CA,
"BioLife Plasma, CA",Brand,CA,
"Grifols Biomat, CA",Brand,CA,
"Octapharma Plasma, CA",Brand,CA,
"KEDPLASMA, CA",Brand,CA,
"Interstate Blood Bank, CA",Brand,CA,
"ImmunoTek Bio Centers, CA",Brand,CA,
"Talecris Plasma Resources, CA",Brand,CA,
"Blood and Plasma Research, CA",Brand,CA,
"B Positive Plasma, CA",Brand,CA,
"Freedom Plasma, CA",Brand,CA,
"GCAM Plasma, CA",Brand,CA,
"ADMA BioCenters, CA",Brand,CA,
"Southern Blood Services, CA",Brand,CA,
"plasma donation center, Los Angeles CA",General,CA,Los Angeles
"CSL Plasma, Los Angeles CA",Brand,CA,Los Angeles
"BioLife Plasma, Los Angeles CA",Brand,CA,Los Angeles
"Grifols Biomat, Los Angeles CA",Brand,CA,Los Angeles
"Octapharma Plasma, Los Angeles CA",Brand,CA,Los Angeles
"KEDPLASMA, Los Angeles CA",Brand,CA,Los Angeles
"Interstate Blood Bank, Los Angeles CA",Brand,CA,Los Angeles
"ImmunoTek Bio Centers, Los Angeles CA",Brand,CA,Los Angeles
"Talecris Plasma Resources, Los Angeles CA",Brand,CA,Los Angeles
"Blood and Plasma Research, Los Angeles CA",Brand,CA,Los Angeles
"B Positive Plasma, Los Angeles CA",Brand,CA,Los Angeles
"Freedom Plasma, Los Angeles CA",Brand,CA,Los Angeles
"GCAM Plasma, Los Angeles CA",Brand,CA,Los Angeles
"ADMA BioCenters, Los Angeles CA",Brand,CA,Los Angeles
"Southern Blood Services, Los Angeles CA",Brand,CA,Los Angeles
"plasma donation center, San Diego CA",General,CA,San Diego
"CSL Plasma, San Diego CA",Brand,CA,San Diego
"BioLife Plasma, San Diego CA",Brand,CA,San Diego
"Grifols Biomat, San Diego CA",Brand,CA,San Diego
"Octapharma Plasma, San Diego CA",Brand,CA,San Diego
"KEDPLASMA, San Diego CA",Brand,CA,San Diego
"Interstate Blood Bank, San Diego CA",Brand,CA,San Diego
"ImmunoTek Bio Centers, San Diego CA",Brand,CA,San Diego
"Talecris Plasma Resources, San Diego CA",Brand,CA,San Diego
"Blood and Plasma Research, San Diego CA",Brand,CA,San Diego
"B Positive Plasma, San Diego CA",Brand,CA,San Diego
"Freedom Plasma, San Diego CA",Brand,CA,San Diego
"GCAM Plasma, San Diego CA",Brand,CA,San Diego
"ADMA BioCenters, San Diego CA",Brand,CA,San Diego
"Southern Blood Services, San Diego CA",Brand,CA,San Diego
"plasma donation center, San Jose CA",General,CA,San Jose
"CSL Plasma, San Jose CA",Brand,CA,San Jose
"BioLife Plasma, San Jose CA",Brand,CA,San Jose
"Grifols Biomat, San Jose CA",Brand,CA,San Jose
"Octapharma Plasma, San Jose CA",Brand,CA,San Jose
"KEDPLASMA, San Jose CA",Brand,CA,San Jose
"Interstate Blood Bank, San Jose CA",Brand,CA,San Jose
"ImmunoTek Bio Centers, San Jose CA",Brand,CA,San Jose
"Talecris Plasma Resources, San Jose CA",Brand,CA,San Jose
"Blood and Plasma Research, San Jose CA",Brand,CA,San Jose
"B Positive Plasma, San Jose CA",Brand,CA,San Jose
"Freedom Plasma, San Jose CA",Brand,CA,San Jose
"GCAM Plasma, San Jose CA",Brand,CA,San Jose
"ADMA BioCenters, San Jose CA",Brand,CA,San Jose
"Southern Blood Services, San Jose CA",Brand,CA,San Jose
"plasma donation center, San Francisco CA",General,CA,San Francisco
"CSL Plasma, San Francisco CA",Brand,CA,San Francisco
"BioLife Plasma, San Francisco CA",Brand,CA,San Francisco
"Grifols Biomat, San Francisco CA",Brand,CA,San Francisco
"Octapharma Plasma, San Francisco CA",Brand,CA,San Francisco
"KEDPLASMA, San Francisco CA",Brand,CA,San Francisco
"Interstate Blood Bank, San Francisco CA",Brand,CA,San Francisco
"ImmunoTek Bio Centers, San Francisco CA",Brand,CA,San Francisco
"Talecris Plasma Resources, San Francisco CA",Brand,CA,San Francisco
"Blood and Plasma Research, San Francisco CA",Brand,CA,San Francisco
"B Positive Plasma, San Francisco CA",Brand,CA,San Francisco
"Freedom Plasma, San Francisco CA",Brand,CA,San Francisco
"GCAM Plasma, San Francisco CA",Brand,CA,San Francisco
"ADMA BioCenters, San Francisco CA",Brand,CA,San Francisco
"Southern Blood Services, San Francisco CA",Brand,CA,San Francisco
"plasma donation center, Fresno CA",General,CA,Fresno
"CSL Plasma, Fresno CA",Brand,CA,Fresno
"BioLife Plasma, Fresno CA",Brand,CA,Fresno
"Grifols Biomat, Fresno CA",Brand,CA,Fresno
"Octapharma Plasma, Fresno CA",Brand,CA,Fresno
"KEDPLASMA, Fresno CA",Brand,CA,Fresno
"Interstate Blood Bank, Fresno CA",Brand,CA,Fresno
"ImmunoTek Bio Centers, Fresno CA",Brand,CA,Fresno
"Talecris Plasma Resources, Fresno CA",Brand,CA,Fresno
"Blood and Plasma Research, Fresno CA",Brand,CA,Fresno
"B Positive Plasma, Fresno CA",Brand,CA,Fresno
"Freedom Plasma, Fresno CA",Brand,CA,Fresno
"GCAM Plasma, Fresno CA",Brand,CA,Fresno
"ADMA BioCenters, Fresno CA",Brand,CA,Fresno
"Southern Blood Services, Fresno CA",Brand,CA,Fresno
"plasma donation center, Sacramento CA",General,CA,Sacramento
"CSL Plasma, Sacramento CA",Brand,CA,Sacramento
"BioLife Plasma, Sacramento CA",Brand,CA,Sacramento
"Grifols Biomat, Sacramento CA",Brand,CA,Sacramento
"Octapharma Plasma, Sacramento CA",Brand,CA,Sacramento
"KEDPLASMA, Sacramento CA",Brand,CA,Sacramento
"Interstate Blood Bank, Sacramento CA",Brand,CA,Sacramento
"ImmunoTek Bio Centers, Sacramento CA",Brand,CA,Sacramento
"Talecris Plasma Resources, Sacramento CA",Brand,CA,Sacramento
"Blood and Plasma Research, Sacramento CA",Brand,CA,Sacramento
"B Positive Plasma, Sacramento CA",Brand,CA,Sacramento
"Freedom Plasma, Sacramento CA",Brand,CA,Sacramento
"GCAM Plasma, Sacramento CA",Brand,CA,Sacramento
"ADMA BioCenters, Sacramento CA",Brand,CA,Sacramento
"Southern Blood Services, Sacramento CA",Brand,CA,Sacramento
"plasma donation center, Long Beach CA",General,CA,Long Beach
"CSL Plasma, Long Beach CA",Brand,CA,Long Beach
"BioLife Plasma, Long Beach CA",Brand,CA,Long Beach
"Grifols Biomat, Long Beach CA",Brand,CA,Long Beach
"Octapharma Plasma, Long Beach CA",Brand,CA,Long Beach
"KEDPLASMA, Long Beach CA",Brand,CA,Long Beach
"Interstate Blood Bank, Long Beach CA",Brand,CA,Long Beach
"ImmunoTek Bio Centers, Long Beach CA",Brand,CA,Long Beach
"Talecris Plasma Resources, Long Beach CA",Brand,CA,Long Beach
"Blood and Plasma Research, Long Beach CA",Brand,CA,Long Beach
"B Positive Plasma, Long Beach CA",Brand,CA,Long Beach
"Freedom Plasma, Long Beach CA",Brand,CA,Long Beach
"GCAM Plasma, Long Beach CA",Brand,CA,Long Beach
"ADMA BioCenters, Long Beach CA",Brand,CA,Long Beach
"Southern Blood Services, Long Beach CA",Brand,CA,Long Beach
"plasma donation center, Oakland CA",General,CA,Oakland
"CSL Plasma, Oakland CA",Brand,CA,Oakland
"BioLife Plasma, Oakland CA",Brand,CA,Oakland
"Grifols Biomat, Oakland CA",Brand,CA,Oakland
"Octapharma Plasma, Oakland CA",Brand,CA,Oakland
"KEDPLASMA, Oakland CA",Brand,CA,Oakland
"Interstate Blood Bank, Oakland CA",Brand,CA,Oakland
"ImmunoTek Bio Centers, Oakland CA",Brand,CA,Oakland
"Talecris Plasma Resources, Oakland CA",Brand,CA,Oakland
"Blood and Plasma Research, Oakland CA",Brand,CA,Oakland
"B Positive Plasma, Oakland CA",Brand,CA,Oakland
"Freedom Plasma, Oakland CA",Brand,CA,Oakland
"GCAM Plasma, Oakland CA",Brand,CA,Oakland
"ADMA BioCenters, Oakland CA",Brand,CA,Oakland
"Southern Blood Services, Oakland CA",Brand,CA,Oakland
"plasma donation center, Bakersfield CA",General,CA,Bakersfield
"CSL Plasma, Bakersfield CA",Brand,CA,Bakersfield
"BioLife Plasma, Bakersfield CA",Brand,CA,Bakersfield
"Grifols Biomat, Bakersfield CA",Brand,CA,Bakersfield
"Octapharma Plasma, Bakersfield CA",Brand,CA,Bakersfield
"KEDPLASMA, Bakersfield CA",Brand,CA,Bakersfield
"Interstate Blood Bank, Bakersfield CA",Brand,CA,Bakersfield
"ImmunoTek Bio Centers, Bakersfield CA",Brand,CA,Bakersfield
"Talecris Plasma Resources, Bakersfield CA",Brand,CA,Bakersfield
"Blood and Plasma Research, Bakersfield CA",Brand,CA,Bakersfield
"B Positive Plasma, Bakersfield CA",Brand,CA,Bakersfield
"Freedom Plasma, Bakersfield CA",Brand,CA,Bakersfield
"GCAM Plasma, Bakersfield CA",Brand,CA,Bakersfield
"ADMA BioCenters, Bakersfield CA",Brand,CA,Bakersfield
"Southern Blood Services, Bakersfield CA",Brand,CA,Bakersfield
"plasma donation center, Anaheim CA",General,CA,Anaheim
"CSL Plasma, Anaheim CA",Brand,CA,Anaheim
"BioLife Plasma, Anaheim CA",Brand,CA,Anaheim
"Grifols Biomat, Anaheim CA",Brand,CA,Anaheim
"Octapharma Plasma, Anaheim CA",Brand,CA,Anaheim
"KEDPLASMA, Anaheim CA",Brand,CA,Anaheim
"Interstate Blood Bank, Anaheim CA",Brand,CA,Anaheim
"ImmunoTek Bio Centers, Anaheim CA",Brand,CA,Anaheim
"Talecris Plasma Resources, Anaheim CA",Brand,CA,Anaheim
"Blood and Plasma Research, Anaheim CA",Brand,CA,Anaheim
"B Positive Plasma, Anaheim CA",Brand,CA,Anaheim
"Freedom Plasma, Anaheim CA",Brand,CA,Anaheim
"GCAM Plasma, Anaheim CA",Brand,CA,Anaheim
"ADMA BioCenters, Anaheim CA",Brand,CA,Anaheim
"Southern Blood Services, Anaheim CA",Brand,CA,Anaheim
"plasma donation center, CO",General,CO,
"CSL Plasma, CO",Brand,CO,
"BioLife Plasma, CO",Brand,CO,
"Grifols Biomat, CO",Brand,CO,
"Octapharma Plasma, CO",Brand,CO,
"KEDPLASMA, CO",Brand,CO,
"Interstate Blood Bank, CO",Brand,CO,
"ImmunoTek Bio Centers, CO",Brand,CO,
"Talecris Plasma Resources, CO",Brand,CO,
"Blood and Plasma Research, CO",Brand,CO,
"B Positive Plasma, CO",Brand,CO,
"Freedom Plasma, CO",Brand,CO,
"GCAM Plasma, CO",Brand,CO,
"ADMA BioCenters, CO",Brand,CO,
"Southern Blood Services, CO",Brand,CO,
"plasma donation center, Denver CO",General,CO,Denver
"CSL Plasma, Denver CO",Brand,CO,Denver
"BioLife Plasma, Denver CO",Brand,CO,Denver
"Grifols Biomat, Denver CO",Brand,CO,Denver
"Octapharma Plasma, Denver CO",Brand,CO,Denver
"KEDPLASMA, Denver CO",Brand,CO,Denver
"Interstate Blood Bank, Denver CO",Brand,CO,Denver
"ImmunoTek Bio Centers, Denver CO",Brand,CO,Denver
"Talecris Plasma Resources, Denver CO",Brand,CO,Denver
"Blood and Plasma Research, Denver CO",Brand,CO,Denver
"B Positive Plasma, Denver CO",Brand,CO,Denver
"Freedom Plasma, Denver CO",Brand,CO,Denver
"GCAM Plasma, Denver CO",Brand,CO,Denver
"ADMA BioCenters, Denver CO",Brand,CO,Denver
"Southern Blood Services, Denver CO",Brand,CO,Denver
"plasma donation center, Colorado Springs CO",General,CO,Colorado Springs
"CSL Plasma, Colorado Springs CO",Brand,CO,Colorado Springs
"BioLife Plasma, Colorado Springs CO",Brand,CO,Colorado Springs
"Grifols Biomat, Colorado Springs CO",Brand,CO,Colorado Springs
"Octapharma Plasma, Colorado Springs CO",Brand,CO,Colorado Springs
"KEDPLASMA, Colorado Springs CO",Brand,CO,Colorado Springs
"Interstate Blood Bank, Colorado Springs CO",Brand,CO,Colorado Springs
"ImmunoTek Bio Centers, Colorado Springs CO",Brand,CO,Colorado Springs
"Talecris Plasma Resources, Colorado Springs CO",Brand,CO,Colorado Springs
"Blood and Plasma Research, Colorado Springs CO",Brand,CO,Colorado Springs
"B Positive Plasma, Colorado Springs CO",Brand,CO,Colorado Springs
"Freedom Plasma, Colorado Springs CO",Brand,CO,Colorado Springs
"GCAM Plasma, Colorado Springs CO",Brand,CO,Colorado Springs
"ADMA BioCenters, Colorado Springs CO",Brand,CO,Colorado Springs
"Southern Blood Services, Colorado Springs CO",Brand,CO,Colorado Springs
"plasma donation center, Aurora CO",General,CO,Aurora
"CSL Plasma, Aurora CO",Brand,CO,Aurora
"BioLife Plasma, Aurora CO",Brand,CO,Aurora
"Grifols Biomat, Aurora CO",Brand,CO,Aurora
"Octapharma Plasma, Aurora CO",Brand,CO,Aurora
"KEDPLASMA, Aurora CO",Brand,CO,Aurora
"Interstate Blood Bank, Aurora CO",Brand,CO,Aurora
"ImmunoTek Bio Centers, Aurora CO",Brand,CO,Aurora
"Talecris Plasma Resources, Aurora CO",Brand,CO,Aurora
"Blood and Plasma Research, Aurora CO",Brand,CO,Aurora
"B Positive Plasma, Aurora CO",Brand,CO,Aurora
"Freedom Plasma, Aurora CO",Brand,CO,Aurora
"GCAM Plasma, Aurora CO",Brand,CO,Aurora
"ADMA BioCenters, Aurora CO",Brand,CO,Aurora
"Southern Blood Services, Aurora CO",Brand,CO,Aurora
"plasma donation center, Fort Collins CO",General,CO,Fort Collins
"CSL Plasma, Fort Collins CO",Brand,CO,Fort Collins
"BioLife Plasma, Fort Collins CO",Brand,CO,Fort Collins
"Grifols Biomat, Fort Collins CO",Brand,CO,Fort Collins
"Octapharma Plasma, Fort Collins CO",Brand,CO,Fort Collins
"KEDPLASMA, Fort Collins CO",Brand,CO,Fort Collins
"Interstate Blood Bank, Fort Collins CO",Brand,CO,Fort Collins
"ImmunoTek Bio Centers, Fort Collins CO",Brand,CO,Fort Collins
"Talecris Plasma Resources, Fort Collins CO",Brand,CO,Fort Collins
"Blood and Plasma Research, Fort Collins CO",Brand,CO,Fort Collins
"B Positive Plasma, Fort Collins CO",Brand,CO,Fort Collins
"Freedom Plasma, Fort Collins CO",Brand,CO,Fort Collins
